"ID"	"Name"	"City"	"Country"	"Latitude"	"Longitude"
2395	"Futenma Marine Corps Air Station"	"Futema"	"Japan"	26.274299621582	127.755996704102
2396	"Yonaguni Airport"	"Yonaguni Jima"	"Japan"	24.4668998718262	122.977996826172
2397	"Ninoy Aquino International Airport"	"Manila"	"Philippines"	14.5086	121.019997
2399	"Awang Airport"	"Cotabato"	"Philippines"	7.1652398109436	124.209999084473
2400	"Cagayan De Oro Airport"	"Ladag"	"Philippines"	8.41562	124.611
2401	"Pagadian Airport"	"Pagadian"	"Philippines"	7.83073144787	123.461179733
2402	"General Santos International Airport"	"Romblon"	"Philippines"	6.05800008774	125.096000671
2404	"Zamboanga International Airport"	"Zamboanga"	"Philippines"	6.92242002487183	122.059997558594
2405	"Loakan Airport"	"Baguio"	"Philippines"	16.3750991821289	120.620002746582
2406	"Daet Airport"	"Daet"	"Philippines"	14.1291999816895	122.980003356934
2407	"Basa Air Base"	"Floridablanca"	"Philippines"	14.98724	120.492554
2408	"Lingayen Airport"	"Lingayen"	"Philippines"	16.0347995758057	120.240997314453
2409	"San Jose Airport"	"San Jose"	"Philippines"	12.3614997864	121.04699707
2410	"Fernando Air Base"	"Lipa"	"Philippines"	13.9549999237061	121.125
2411	"Mamburao Airport"	"Mamburao"	"Philippines"	13.2081003189087	120.605003356934
2414	"Vigan Airport"	"Vigan"	"Philippines"	17.5552997589111	120.356002807617
2415	"Dr.Juan C. Angara Airport"	"Baler"	"Philippines"	15.729309	121.500034
2421	"Bagabag Airport"	"Bagabag"	"Philippines"	16.6192	121.251999
2422	"Daniel Z. Romualdez Airport"	"Tacloban"	"Philippines"	11.228035	125.027761
2423	"Bacolod-Silay Airport"	"Bacolod"	"Philippines"	10.7764	123.014999
2425	"Sibulan Airport"	"Dumaguete"	"Philippines"	9.3337097168	123.300003052
2426	"Godofredo P. Ramos Airport"	"Caticlan"	"Philippines"	11.9245	121.954002
2428	"Guiuan Airport"	"Guiuan"	"Philippines"	11.0354995728	125.741996765
2429	"Iloilo International Airport"	"Iloilo"	"Philippines"	10.833017	122.493358
2430	"Kalibo International Airport"	"Kalibo"	"Philippines"	11.679400444	122.375999451
2433	"Puerto Princesa Airport"	"Puerto Princesa"	"Philippines"	9.74211978912354	118.759002685547
2435	"Evelio Javier Airport"	"San Jose"	"Philippines"	10.765999794	121.932998657
2436	"Comodoro Pierrestegui Airport"	"Concordia"	"Argentina"	-31.2969	-57.9966
2437	"Gualeguaychu Airport"	"Gualeguaychu"	"Argentina"	-33.0103	-58.6131
2438	"Junin Airport"	"Junin"	"Argentina"	-34.5459	-60.9306
2439	"General Urquiza Airport"	"Parana"	"Argentina"	-31.7948	-60.4804
2440	"Islas Malvinas Airport"	"Rosario"	"Argentina"	-32.9036	-60.785
2441	"Sauce Viejo Airport"	"Santa Fe"	"Argentina"	-31.7117	-60.8117
2442	"Jorge Newbery Airpark"	"Buenos Aires"	"Argentina"	-34.5592	-58.4156
2443	"Ingeniero Ambrosio Taravella Airport"	"Cordoba"	"Argentina"	-31.323601	-64.208
2444	"Chamical Airport"	"Gobernador Gordillo"	"Argentina"	-30.34530067	-66.29360198
2445	"San Fernando Airport"	"San Fernando"	"Argentina"	-34.4532	-58.5896
2446	"Mariano Moreno Airport"	"Jose C. Paz"	"Argentina"	-34.5606	-58.7896
2447	"La Plata Airport"	"La Plata"	"Argentina"	-34.9722	-57.8947
2448	"Moron Airport"	"Moron"	"Argentina"	-34.6763	-58.6428
2449	"El Palomar Airport"	"El Palomar"	"Argentina"	-34.6099	-58.6126
2450	"Chos Malal Airport"	"Chosmadal"	"Argentina"	-37.4446983337	-70.2225036621
2451	"Dr. Arturo H. Illia Airport"	"Fuerte Gral Roca"	"Argentina"	-39.0007019043	-67.6204986572
2452	"El Plumerillo Airport"	"Mendoza"	"Argentina"	-32.8316993713	-68.7929000854
2453	"Comodoro D.R. Salomón Airport"	"Malargue"	"Argentina"	-35.493598938	-69.5743026733
2454	"Suboficial Ay Santiago Germano Airport"	"San Rafael"	"Argentina"	-34.588299	-68.4039
2455	"Catamarca Airport"	"Catamarca"	"Argentina"	-28.5956001282	-65.751701355
2456	"Vicecomodoro Angel D. La Paz Aragonés Airport"	"Santiago Del Estero"	"Argentina"	-27.7655563354	-64.3099975586
2457	"Tinogasta Airport"	"Tinogasta"	"Argentina"	-28.0377998352	-67.5802993774
2458	"Capitan V A Almonacid Airport"	"La Rioja"	"Argentina"	-29.3815994263	-66.7957992554
2459	"Chilecito Airport"	"Chilecito"	"Argentina"	-29.2238998413	-67.4389038086
2460	"Teniente Benjamin Matienzo Airport"	"Tucuman"	"Argentina"	-26.8409	-65.104897
2461	"Domingo Faustino Sarmiento Airport"	"San Juan"	"Argentina"	-31.571501	-68.418198
2462	"Area De Material Airport"	"Rio Cuarto"	"Argentina"	-33.0850982666	-64.2612991333
2463	"Villa Dolores Airport"	"Villa Dolores"	"Argentina"	-31.9451999664	-65.1463012695
2464	"La Quiaca Airport"	"Laboulaye"	"Argentina"	-22.1506004333	-65.5774993896
2465	"Marcos Juarez Airport"	"Marcos Juarez"	"Argentina"	-32.6836	-62.157801
2466	"Villa Reynolds Airport"	"Villa Reynolds"	"Argentina"	-33.7299003601	-65.3873977661
2467	"Brigadier Mayor D Cesar Raul Ojeda Airport"	"San Luis"	"Argentina"	-33.2732009888	-66.3563995361
2468	"Corrientes Airport"	"Corrientes"	"Argentina"	-27.4455	-58.7619
2469	"Resistencia International Airport"	"Resistencia"	"Argentina"	-27.45	-59.0561
2470	"Formosa Airport"	"Formosa"	"Argentina"	-26.2127	-58.2281
2471	"Cataratas Del Iguazú International Airport"	"Iguazu Falls"	"Argentina"	-25.737301	-54.4734
2472	"Paso De Los Libres Airport"	"Paso De Los Libres"	"Argentina"	-29.6894	-57.1521
2473	"Monte Caseros Airport"	"Monte Caseros"	"Argentina"	-30.2719	-57.6402
2474	"Libertador Gral D Jose De San Martin Airport"	"Posadas"	"Argentina"	-27.3858	-55.9707
2475	"Termal Airport"	"Presidencia R.s.pena"	"Argentina"	-26.753611	-60.492222
2476	"Martin Miguel De Guemes International Airport"	"Salta"	"Argentina"	-24.8560009003	-65.4861984253
2477	"Gobernador Horacio Guzman International Airport"	"Jujuy"	"Argentina"	-24.392799	-65.097801
2478	"Orán Airport"	"Oran"	"Argentina"	-23.1527996063	-64.3292007446
2479	"Laboulaye Airport"	"La Quiaca"	"Argentina"	-34.1353988647	-63.3623008728
2481	"El Dorado Airport"	"El Dorado"	"Argentina"	-26.3974990845	-54.5746994019
2482	"Goya Airport"	"Goya"	"Argentina"	-29.1058	-59.2189
2483	"Oberá Airport"	"Obera"	"Argentina"	-27.5181999207	-55.1241989136
2484	"Reconquista Airport"	"Reconquista"	"Argentina"	-29.2103	-59.68
2485	"Curuzu Cuatia Airport"	"Curuzu Cuatia"	"Argentina"	-29.7706	-57.9789
2486	"El Bolson Airport"	"El Bolson"	"Argentina"	-41.9431991577	-71.5323028564
2487	"General E. Mosconi Airport"	"Comodoro Rivadavia"	"Argentina"	-45.7853	-67.4655
2488	"Brigadier Antonio Parodi Airport"	"Esquel"	"Argentina"	-42.908000946	-71.139503479
2490	"Almirante Marco Andres Zar Airport"	"Trelew"	"Argentina"	-43.2105	-65.2703
2491	"Gobernador Castello Airport"	"Viedma"	"Argentina"	-40.8692	-63.0004
2492	"El Tehuelche Airport"	"Puerto Madryn"	"Argentina"	-42.7592	-65.1027
2493	"Marambio Base"	"Marambio Base"	"Antarctica"	-64.2382965088	-56.6307983398
2494	"Puerto Deseado Airport"	"Puerto Deseado"	"Argentina"	-47.7353	-65.9041
2495	"Hermes Quijada International Airport"	"Rio Grande"	"Argentina"	-53.7777	-67.7494
2496	"Piloto Civil N. Fernández Airport"	"Rio Gallegos"	"Argentina"	-51.6089	-69.3126
2497	"Malvinas Argentinas Airport"	"Ushuaia"	"Argentina"	-54.8433	-68.2958
2498	"Capitan D Daniel Vazquez Airport"	"San Julian"	"Argentina"	-49.3068	-67.8026
2499	"Perito Moreno Airport"	"Perito Moreno"	"Argentina"	-46.537899	-70.978699
2500	"Santa Cruz Airport"	"Santa Cruz"	"Argentina"	-50.0165	-68.5792
2501	"Comandante Espora Airport"	"Bahia Blanca"	"Argentina"	-38.725	-62.1693
2502	"Brigadier D.H.E. Ruiz Airport"	"Colonel Suarez"	"Argentina"	-37.446098	-61.889301
2503	"Olavarria Airport"	"Olavarria"	"Argentina"	-36.8899993896	-60.2165985107
2504	"General Pico Airport"	"General Pico"	"Argentina"	-35.6962013245	-63.7583007812
2505	"Tres Arroyos Airport"	"Tres Arroyos"	"Argentina"	-38.3869	-60.3297
2506	"Bolivar Airport"	"Bolivar"	"Argentina"	-36.1866	-61.0764
2508	"Ástor Piazzola International Airport"	"Mar Del Plata"	"Argentina"	-37.9342	-57.5733
2509	"Presidente Peron Airport"	"Neuquen"	"Argentina"	-38.949001	-68.155701
2511	"Comodoro Pedro Zanni Airport"	"Pehuajo"	"Argentina"	-35.8446	-61.8576
2512	"Santa Rosa Airport"	"Santa Rosa"	"Argentina"	-36.588299	-64.275703
2513	"San Carlos De Bariloche Airport"	"San Carlos De Bariloche"	"Argentina"	-41.151199	-71.157501
2514	"Héroes De Malvinas Airport"	"Tandil"	"Argentina"	-37.2374000549	-59.2279014587
2515	"Villa Gesell Airport"	"Villa Gesell"	"Argentina"	-37.2354	-57.0292
2516	"Cutral-Co Airport"	"Cutralco"	"Argentina"	-38.9397010803	-69.2646026611
2517	"Aviador C. Campos Airport"	"San Martin Des Andes"	"Argentina"	-40.075401	-71.137299
2518	"Conceição do Araguaia Airport"	"Conceicao Do Araguaia"	"Brazil"	-8.34834957122803	-49.3014984130859
2519	"Campo Délio Jardim de Mattos Airport"	"Rio De Janeiro"	"Brazil"	-22.875099	-43.384701
2520	"Amapá Airport"	"Amapa"	"Brazil"	2.07751	-50.8582
2521	"Araraquara Airport"	"Araracuara"	"Brazil"	-21.8120002747	-48.1329994202
2522	"Santa Maria Airport"	"Aracaju"	"Brazil"	-10.984000206	-37.0703010559
2524	"Piloto Osvaldo Marques Dias Airport"	"Alta Floresta"	"Brazil"	-9.8663892746	-56.1049995422
2525	"Araçatuba Airport"	"Aracatuba"	"Brazil"	-21.1413002014	-50.4247016907
2526	"Val de Cans/Júlio Cezar Ribeiro International Airport"	"Belem"	"Brazil"	-1.37925004959	-48.4762992859
2527	"Comandante Gustavo Kraemer Airport"	"Bage"	"Brazil"	-31.39049911499	-54.112201690674
2528	"Pampulha - Carlos Drummond de Andrade Airport"	"Belo Horizonte"	"Brazil"	-19.8512001037598	-43.9505996704102
2529	"Bacacheri Airport"	"Curitiba"	"Brazil"	-25.4050998688	-49.2319984436
2530	"Major Brigadeiro Doorgal Borges Airport"	"Barbacena"	"Brazil"	-21.2672	-43.761101
2531	"Presidente Juscelino Kubistschek International Airport"	"Brasilia"	"Brazil"	-15.8691673278809	-47.9208335876465
2532	"Bauru Airport"	"Bauru"	"Brazil"	-22.3449993134	-49.0537986755
2533	"Atlas Brasil Cantanhede Airport"	"Boa Vista"	"Brazil"	2.84138894081	-60.6922225952
2534	"Barra do Garças Airport"	"Barra Do Garcas"	"Brazil"	-15.8613004684	-52.3889007568
2535	"Cascavel Airport"	"Cascavel"	"Brazil"	-25.0002994537	-53.5008010864
2536	"Cachimbo Airport"	"Itaituba"	"Brazil"	-9.33393955231	-54.9654006958
2537	"Tancredo Neves International Airport"	"Belo Horizonte"	"Brazil"	-19.6244430541992	-43.9719429016113
2538	"Campo Grande Airport"	"Campo Grande"	"Brazil"	-20.4687004089	-54.6725006104
2539	"Serafin Enoss Bertaso Airport"	"Chapeco"	"Brazil"	-27.134199142456	-52.656600952148
2540	"Brig. Lysias Augusto Rodrigues Airport"	"Carolina"	"Brazil"	-7.32043981552124	-47.4586982727051
2541	"Diomício Freitas Airport"	"Criciuma"	"Brazil"	-28.7244434357	-49.4213905334
2542	"Canoas Air Force Base"	"Porto Alegre"	"Brazil"	-29.945928	-51.144413
2543	"Bartolomeu Lisandro Airport"	"Campos"	"Brazil"	-21.698299408	-41.301700592
2544	"Corumbá International Airport"	"Corumba"	"Brazil"	-19.0119438171	-57.6713905334
2545	"Afonso Pena Airport"	"Curitiba"	"Brazil"	-25.5284996033	-49.1758003235
2546	"Caravelas Airport"	"Caravelas"	"Brazil"	-17.652299880981	-39.253101348877
2547	"Hugo Cantergiani Regional Airport"	"Caxias Do Sul"	"Brazil"	-29.1970996857	-51.1875
2548	"Marechal Rondon Airport"	"Cuiaba"	"Brazil"	-15.6528997421	-56.1166992188
2549	"Cruzeiro do Sul Airport"	"Cruzeiro do Sul"	"Brazil"	-7.59990978241	-72.7695007324
2550	"Presidente Prudente Airport"	"President Prudente"	"Brazil"	-22.1751003265	-51.4245986938
2551	"Eduardo Gomes International Airport"	"Manaus"	"Brazil"	-3.03860998153687	-60.0497016906738
2552	"Jacareacanga Airport"	"Jacare-acanga"	"Brazil"	-6.2331600189209	-57.7769012451172
2553	"São Pedro da Aldeia Airport"	"Sao Pedro Da Aldeia"	"Brazil"	-22.8129005432129	-42.092601776123
2554	"Cataratas International Airport"	"Foz Do Iguacu"	"Brazil"	-25.6002788543701	-54.4850006103516
2555	"Hercílio Luz International Airport"	"Florianopolis"	"Brazil"	-27.6702785491943	-48.5525016784668
2556	"Fernando de Noronha Airport"	"Fernando Do Noronha"	"Brazil"	-3.85493	-32.423302
2558	"Furnas Airport"	"Alpinopolis"	"Brazil"	-20.7028007507324	-46.3353004455566
2559	"Pinto Martins International Airport"	"Fortaleza"	"Brazil"	-3.77627992630005	-38.532600402832
2560	"Rio Galeão – Tom Jobim International Airport"	"Rio De Janeiro"	"Brazil"	-22.8099994659	-43.2505569458
2561	"Guajará-Mirim Airport"	"Guajara-mirim"	"Brazil"	-10.7863998413086	-65.284797668457
2562	"Santa Genoveva Airport"	"Goiania"	"Brazil"	-16.6319999694824	-49.2206993103027
2563	"EMBRAER - Unidade Gavião Peixoto Airport"	"Macae"	"Brazil"	-21.7737007141113	-48.405101776123
2564	"Guarulhos - Governador André Franco Montoro International Airport"	"Sao Paulo"	"Brazil"	-23.4355564117432	-46.4730567932129
2565	"Guaratinguetá Airport"	"Guaratingueta"	"Brazil"	-22.7915992736816	-45.2047996520996
2566	"Altamira Airport"	"Altamira"	"Brazil"	-3.2539100646973	-52.254001617432
2567	"Itacoatiara Airport"	"Itaituba"	"Brazil"	-3.1272599697113	-58.481201171875
2568	"Itaituba Airport"	"Itaituba"	"Brazil"	-4.2423400878906	-56.000701904297
2569	"Bahia - Jorge Amado Airport"	"Ilheus"	"Brazil"	-14.815999984741	-39.033199310303
2570	"Usiminas Airport"	"Ipatinga"	"Brazil"	-19.470699310303	-42.487598419189
2571	"Francisco Vilela do Amaral Airport"	"Itumbiara"	"Brazil"	-18.4447002411	-49.2134017944
2572	"Prefeito Renato Moreira Airport"	"Imperatriz"	"Brazil"	-5.53129	-47.459999
2573	"Belém/Brigadeiro Protásio de Oliveira Airport"	"Belem"	"Brazil"	-1.4141600132	-48.4607009888
2574	"Francisco de Assis Airport"	"Juiz De Fora"	"Brazil"	-21.7915000915527	-43.3867988586426
2575	"Presidente Castro Pinto International Airport"	"Joao Pessoa"	"Brazil"	-7.14583301544	-34.9486122131
2576	"Lauro Carneiro de Loyola Airport"	"Joinville"	"Brazil"	-26.2245006561279	-48.7974014282227
2577	"Presidente João Suassuna Airport"	"Campina Grande"	"Brazil"	-7.26992	-35.8964
2578	"Viracopos International Airport"	"Campinas"	"Brazil"	-23.0074005127	-47.1344985962
2579	"Lages Airport"	"Lajes"	"Brazil"	-27.7821006775	-50.28150177
2580	"Lins Airport"	"Lins"	"Brazil"	-21.663999557495	-49.730499267578
2581	"Governador José Richa Airport"	"Londrina"	"Brazil"	-23.3335990906	-51.1301002502
2582	"Bom Jesus da Lapa Airport"	"Bom Jesus Da Lapa"	"Brazil"	-13.2621002197	-43.4081001282
2583	"Lagoa Santa Airport"	"Lagoa Santa"	"Brazil"	-19.661600112915	-43.8964004516602
2584	"João Correa da Rocha Airport"	"Maraba"	"Brazil"	-5.36858987808	-49.1380004883
2585	"Monte Dourado Airport"	"Almeirim"	"Brazil"	-0.889839	-52.6022
2586	"Regional de Maringá - Sílvio Nane Junior Airport"	"Maringa"	"Brazil"	-23.4794445038	-52.01222229
2587	"Mário Ribeiro Airport"	"Montes Claros"	"Brazil"	-16.7068996429	-43.818901062
2589	"Ponta Pelada Airport"	"Manaus"	"Brazil"	-3.14603996276855	-59.9863014221191
2590	"Zumbi dos Palmares Airport"	"Maceio"	"Brazil"	-9.51080989837646	-35.7916984558105
2591	"Alberto Alcolumbre Airport"	"Macapa"	"Brazil"	0.0506640002131	-51.0722007751
2592	"Dix-Sept Rosado Airport"	"Mocord"	"Brazil"	-5.2019200325	-37.3642997742
2593	"Campo de Marte Airport"	"Sao Paulo"	"Brazil"	-23.5090999603	-46.6377983093
2594	"Manicoré Airport"	"Manicore"	"Brazil"	-5.8113799095154	-61.278301239014
2595	"Ministro Victor Konder International Airport"	"Navegantes"	"Brazil"	-26.879999	-48.651402
2596	"Santo Ângelo Airport"	"Santo Angelo"	"Brazil"	-28.2817	-54.169102
2597	"Governador Aluízio Alves International Airport"	"Natal"	"Brazil"	-5.768056	-35.376111
2598	"Oiapoque Airport"	"Oioiapoque"	"Brazil"	3.85548996925354	-51.7969017028809
2599	"Salgado Filho Airport"	"Porto Alegre"	"Brazil"	-29.9944000244141	-51.1713981628418
2600	"Prefeito Doutor João Silva Filho Airport"	"Parnaiba"	"Brazil"	-2.89374995232	-41.7319984436
2601	"Poços de Caldas - Embaixador Walther Moreira Salles Airport"	"Pocos De Caldas"	"Brazil"	-21.843000411987	-46.567901611328
2602	"Lauro Kurtz Airport"	"Passo Fundo"	"Brazil"	-28.243999	-52.326599
2603	"João Simões Lopes Neto International Airport"	"Pelotas"	"Brazil"	-31.718399	-52.327702
2604	"Senador Nilo Coelho Airport"	"Petrolina"	"Brazil"	-9.3624095916748	-40.5690994262695
2605	"Porto Nacional Airport"	"Porto Nacional"	"Brazil"	-10.7194004058838	-48.3997001647949
2606	"Ponta Porã Airport"	"Ponta Pora"	"Brazil"	-22.5496006011963	-55.7025985717773
2607	"Governador Jorge Teixeira de Oliveira Airport"	"Porto Velho"	"Brazil"	-8.70928955078125	-63.9023017883301
2609	"Plácido de Castro Airport"	"Rio Branco"	"Brazil"	-9.86888885498047	-67.8980560302734
2610	"Guararapes - Gilberto Freyre International Airport"	"Recife"	"Brazil"	-8.12648963928223	-34.9235992431641
2612	"Santos Dumont Airport"	"Rio De Janeiro"	"Brazil"	-22.9104995728	-43.1631011963
2613	"Leite Lopes Airport"	"Ribeirao Preto"	"Brazil"	-21.1363887786865	-47.776668548584
2614	"Santa Cruz Air Force Base"	"Rio De Janeiro"	"Brazil"	-22.9324	-43.719101
2615	"Professor Urbano Ernesto Stumpf Airport"	"Sao Jose Dos Campos"	"Brazil"	-23.2292003631592	-45.861499786377
2616	"Marechal Cunha Machado International Airport"	"Sao Luis"	"Brazil"	-2.58536005020142	-44.2341003417969
2618	"Congonhas Airport"	"Sao Paulo"	"Brazil"	-23.6261100769043	-46.6563873291016
2619	"Prof. Eribelto Manoel Reino State Airport"	"Sao Jose Do Rio Preto"	"Brazil"	-20.8166007996	-49.40650177
2620	"Base Aérea de Santos Airport"	"Santos"	"Brazil"	-23.9280567169189	-46.2997207641602
2621	"Deputado Luiz Eduardo Magalhães International Airport"	"Salvador"	"Brazil"	-12.9086112976	-38.3224983215
2622	"Trombetas Airport"	"Oriximina"	"Brazil"	-1.489599943161	-56.396800994873
2623	"Senador Petrônio Portela Airport"	"Teresina"	"Brazil"	-5.0599398613	-42.8235015869
2624	"Tefé Airport"	"Tefe"	"Brazil"	-3.38294005394	-64.7240982056
2625	"Tarauacá Airport"	"Tarauaca"	"Brazil"	-8.1552600860596	-70.783302307129
2626	"Telêmaco Borba Airport"	"Telemaco Borba"	"Brazil"	-24.3178005218506	-50.6515998840332
2627	"Tiriós Airport"	"Obidos Tirios"	"Brazil"	2.22347	-55.946098
2628	"Tabatinga Airport"	"Tabatinga"	"Brazil"	-4.2556700706482	-69.93579864502
2629	"Tucuruí Airport"	"Tucurui"	"Brazil"	-3.7860100269318	-49.72029876709
2630	"São Gabriel da Cachoeira Airport"	"Sao Gabriel"	"Brazil"	-0.14835	-66.9855
2631	"Paulo Afonso Airport"	"Paulo Alfonso"	"Brazil"	-9.4008798599243	-38.250598907471
2632	"Rubem Berta Airport"	"Uruguaiana"	"Brazil"	-29.7821998596	-57.0382003784
2633	"Ten. Cel. Aviador César Bombonato Airport"	"Uberlandia"	"Brazil"	-18.883612	-48.225277
2635	"Mário de Almeida Franco Airport"	"Uberaba"	"Brazil"	-19.764722824097	-47.966110229492
2636	"Major Brigadeiro Trompowsky Airport"	"Varginha"	"Brazil"	-21.5900993347	-45.4733009338
2637	"Brigadeiro Camarão Airport"	"Vilhena"	"Brazil"	-12.694399833679	-60.098300933838
2638	"Eurico de Aguiar Salles Airport"	"Vitoria"	"Brazil"	-20.258057	-40.286388
2639	"Iauaretê Airport"	"Iauarete"	"Brazil"	0.6075000166893	-69.18579864502
2640	"Campo Fontenelle Airport"	"Piracununga"	"Brazil"	-21.9846000671387	-47.3348007202148
2641	"Chacalluta Airport"	"Arica"	"Chile"	-18.348499	-70.338699
2642	"Balmaceda Airport"	"Balmaceda"	"Chile"	-45.9160995483398	-71.6894989013672
2643	"El Bosque Airport"	"Santiago"	"Chile"	-33.5617980957031	-70.6884002685547
2644	"Chile Chico Airport"	"Chile Chico"	"Chile"	-46.5833015441895	-71.6874008178711
2645	"El Loa Airport"	"Calama"	"Chile"	-22.4981994628906	-68.9036026000977
2646	"Gral. Bernardo O´Higgins Airport"	"Chillan"	"Chile"	-36.5825004577637	-72.0314025878906
2647	"Pdte. Carlos Ibañez del Campo Airport"	"Punta Arenas"	"Chile"	-53.002602	-70.854599
2648	"Teniente Vidal Airport"	"Coyhaique"	"Chile"	-45.5942001342773	-72.1061019897461
2649	"Diego Aracena Airport"	"Iquique"	"Chile"	-20.5352001190186	-70.1812973022461
2650	"Comodoro Arturo Merino Benítez International Airport"	"Santiago"	"Chile"	-33.3930015563965	-70.7857971191406
2651	"Andrés Sabella Gálvez International Airport"	"Antofagasta"	"Chile"	-23.444501	-70.445099
2652	"Capitan Fuentes Martinez Airport Airport"	"Porvenir"	"Chile"	-53.2537002563477	-70.3191986083984
2653	"Futaleufú Airport"	"Futaleufu"	"Chile"	-43.1892013549805	-71.8510971069336
2654	"María Dolores Airport"	"Los Angeles"	"Chile"	-37.4016990661621	-72.4253997802734
2655	"Guardiamarina Zañartu Airport"	"Puerto Williams"	"Chile"	-54.9310989379883	-67.6262969970703
2656	"Carriel Sur Airport"	"Concepcion"	"Chile"	-36.772701	-73.063103
2657	"Mataveri Airport"	"Easter Island"	"Chile"	-27.1648006439	-109.42199707
2658	"Cañal Bajo Carlos - Hott Siebert Airport"	"Osorno"	"Chile"	-40.611198425293	-73.0609970092773
2659	"Vallenar Airport"	"Vallenar"	"Chile"	-28.596399307251	-70.7559967041016
2660	"De La Independencia Airport"	"Rancagua"	"Chile"	-34.173698425293	-70.7757034301758
2661	"Teniente Rodolfo Marsh Martin Base"	"Isla Rey Jorge"	"Antarctica"	-62.1907997131	-58.9866981506
2662	"La Florida Airport"	"La Serena"	"Chile"	-29.916201	-71.199501
2663	"Eulogio Sánchez Airport"	"Santiago"	"Chile"	-33.456298828125	-70.5466995239258
